Time,Money,Total Income, Factory Income, Click Income,Quartz Click Power,Quartz Factories,Quartz Factory Cost,Topaz Click Power,Topaz Factories,Topaz Factory Cost,Amethyst Click Power,Amethyst Factories,Amethyst Factory Cost,Sapphire Click Power,Sapphire Factories,Sapphire Factory Cost,Emerald Click Power,Emerald Factories,Emerald Factory Cost,Ruby Click Power,Ruby Factories,Ruby Factory Cost,Diamond Click Power,Diamond Factories,Diamond Factory Cost,Rainbow Click Power,Rainbow Factories,Rainbow Factory Cost,
1503,1387801359486.1626,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,110,2137838789081.8591,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1504,1559495877606.1626,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,110,2137838789081.8591,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1505,1731190395726.1626,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,110,2137838789081.8591,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1506,1902884913846.1626,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,110,2137838789081.8591,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1507,2074579431966.1626,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,110,2137838789081.8591,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1508,108435161004.30347,2861575302,2861575302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1509,280131179124.30347,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1510,451827197244.30347,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1511,623523215364.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1512,795219233484.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1513,966915251604.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1514,1138611269724.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1515,1310307287844.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1516,1482003305964.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1517,1653699324084.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1518,1825395342204.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1519,1997091360324.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1520,2168787378444.3035,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,55,2179622183917.7434,
1521,160861212646.5603,2861600302,2861600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1522,335557230766.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1523,510253248886.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1524,684949267006.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1525,859645285126.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1526,1034341303246.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1527,1209037321366.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1528,1383733339486.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1529,1558429357606.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1530,1733125375726.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1531,1907821393846.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1532,2082517411966.5603,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,149,2213136538440.8447,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1533,44076891645.71582,2911600302,2911600302,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1534,218772918765.71582,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1535,393468945885.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1536,568164973005.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1537,742861000125.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1538,917557027245.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1539,1092253054365.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1540,1266949081485.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1541,1441645108605.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1542,1616341135725.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1543,1791037162845.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1544,1965733189965.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1545,2140429217085.7158,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,129,2231183787232.388,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1546,83941456973.32764,2911600452,2911600452,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1547,258637589093.32764,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1548,433333721213.32764,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1549,608029853333.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1550,782725985453.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1551,957422117573.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1552,1132118249693.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1553,1306814381813.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1554,1481510513933.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1555,1656206646053.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1556,1830902778173.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1557,2005598910293.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1558,2180295042413.3276,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,93,2317706593640.2085,1,83,2455292670967.1387,1,56,2506565511505.405,
1559,37284580893.11914,2911602202,2911602202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1560,211997213013.11914,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1561,386709845133.11914,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1562,561422477253.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1563,736135109373.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1564,910847741493.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1565,1085560373613.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1566,1260273005733.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1567,1434985637853.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1568,1609698269973.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1569,1784410902093.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1570,1959123534213.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1571,2133836166333.1191,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1572,2308548798453.119,2911877202,2911877202,0,1,186,2338727120197.354,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1573,144534310375.76514,2911877202,2911877202,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1574,319246942555.76514,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1575,493959574735.76514,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1576,668672206915.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1577,843384839095.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1578,1018097471275.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1579,1192810103455.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1580,1367522735635.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1581,1542235367815.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1582,1716947999995.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1583,1891660632175.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1584,2066373264355.7651,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1585,2241085896535.765,2911877203,2911877203,0,1,187,2689536188226.9565,1,168,2362264037744.8267,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1586,53534490970.93848,2911877203,2911877203,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1587,228247123870.93848,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1588,402959756770.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1589,577672389670.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1590,752385022570.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1591,927097655470.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1592,1101810288370.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1593,1276522921270.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1594,1451235554170.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1595,1625948187070.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1596,1800660819970.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1597,1975373452870.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1598,2150086085770.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1599,2324798718670.9385,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,83,2455292670967.1387,1,56,2506565511505.405,
1600,44218680603.799805,2911877215,2911877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1601,218991313503.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1602,393763946403.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1603,568536579303.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1604,743309212203.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1605,918081845103.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1606,1092854478003.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1607,1267627110903.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1608,1442399743803.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1609,1617172376703.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1610,1791945009603.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1611,1966717642503.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1612,2141490275403.7998,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
1613,2316262908303.8,2912877215,2912877215,0,1,187,2689536188226.9565,1,169,2716603643406.55,1,150,2545107019206.971,1,130,2565861355317.246,1,111,2458514607444.137,1,94,2665362582686.24,1,84,2823586571612.209,1,56,2506565511505.405,
