Time,Money,Total Income, Factory Income, Click Income,Quartz Click Power,Quartz Factories,Quartz Factory Cost,Topaz Click Power,Topaz Factories,Topaz Factory Cost,Amethyst Click Power,Amethyst Factories,Amethyst Factory Cost,Sapphire Click Power,Sapphire Factories,Sapphire Factory Cost,Emerald Click Power,Emerald Factories,Emerald Factory Cost,Ruby Click Power,Ruby Factories,Ruby Factory Cost,Diamond Click Power,Diamond Factories,Diamond Factory Cost,Rainbow Click Power,Rainbow Factories,Rainbow Factory Cost,
134,14947172.880721534,11177,11177,0,1,61,60499.18269007209,1,43,61108.04563195543,1,24,57250.35238224279,1,5,66374.78718749998,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
135,15665542.528339291,12927,12927,0,1,61,60499.18269007209,1,43,61108.04563195543,1,25,65837.9052395792,1,5,66374.78718749998,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
136,16389663.345649218,13077,13077,0,1,62,69574.06009358291,1,43,61108.04563195543,1,25,65837.9052395792,1,5,66374.78718749998,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
137,17113235.300017264,13078,13078,0,1,62,69574.06009358291,1,44,70274.25247674873,1,25,65837.9052395792,1,5,66374.78718749998,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
138,17832260.512829762,13090,13090,0,1,62,69574.06009358291,1,44,70274.25247674873,1,25,65837.9052395792,1,6,76331.00526562498,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
139,18656822.607590184,14840,14840,0,1,62,69574.06009358291,1,44,70274.25247674873,1,26,75713.59102551609,1,6,76331.00526562498,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
140,19486648.547496602,14990,14990,0,1,63,80010.16910762031,1,44,70274.25247674873,1,26,75713.59102551609,1,6,76331.00526562498,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
141,20315834.295019854,14991,14991,0,1,63,80010.16910762031,1,45,80815.39034826103,1,26,75713.59102551609,1,6,76331.00526562498,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
142,21139683.28975423,15003,15003,0,1,63,80010.16910762031,1,45,80815.39034826103,1,26,75713.59102551609,1,7,87780.65605546869,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
143,22069149.698728714,16753,16753,0,1,63,80010.16910762031,1,45,80815.39034826103,1,27,87070.62967934349,1,7,87780.65605546869,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
144,23003319.529621094,16903,16903,0,1,64,92011.69447376335,1,45,80815.39034826103,1,27,87070.62967934349,1,7,87780.65605546869,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
145,23936744.139272835,16904,16904,0,1,64,92011.69447376335,1,46,92937.6989005002,1,27,87070.62967934349,1,7,87780.65605546869,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
146,24863923.483217366,16916,16916,0,1,64,92011.69447376335,1,46,92937.6989005002,1,27,87070.62967934349,1,8,100947.754463789,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
147,25896812.85353802,18666,18666,0,1,64,92011.69447376335,1,46,92937.6989005002,1,28,100131.22413124499,1,8,100947.754463789,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
148,26933761.15906426,18816,18816,0,1,65,105813.44864482785,1,46,92937.6989005002,1,28,100131.22413124499,1,8,100947.754463789,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
149,27969843.46016376,18817,18817,0,1,65,105813.44864482785,1,47,106878.35373557519,1,28,100131.22413124499,1,8,100947.754463789,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
150,28998635.705699973,18829,18829,0,1,65,105813.44864482785,1,47,106878.35373557519,1,28,100131.22413124499,1,9,116089.91763335733,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
151,30133244.481568728,20579,20579,0,1,65,105813.44864482785,1,47,106878.35373557519,1,29,115150.90775093174,1,9,116089.91763335733,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
152,31271171.0329239,20729,20729,0,1,66,121685.46594155201,1,47,106878.35373557519,1,29,115150.90775093174,1,9,116089.91763335733,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
153,32408092.679188326,20730,20730,0,1,66,121685.46594155201,1,48,122910.10679591144,1,29,115150.90775093174,1,9,116089.91763335733,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
154,33536522.761554968,20742,20742,0,1,66,121685.46594155201,1,48,122910.10679591144,1,29,115150.90775093174,1,10,133503.4052783609,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
155,34770891.85380404,22492,22492,0,1,66,121685.46594155201,1,48,122910.10679591144,1,30,132423.5439135715,1,10,133503.4052783609,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
156,36007726.38786249,22642,22642,0,1,67,139938.28583278478,1,48,122910.10679591144,1,30,132423.5439135715,1,10,133503.4052783609,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
157,37243396.281066574,22643,22643,0,1,67,139938.28583278478,1,49,141346.62281529818,1,30,132423.5439135715,1,10,133503.4052783609,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
158,38469192.87578821,22655,22655,0,1,67,139938.28583278478,1,49,141346.62281529818,1,30,132423.5439135715,1,11,153528.91607011505,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
159,39801069.33187464,24405,24405,0,1,67,139938.28583278478,1,49,141346.62281529818,1,31,152287.0755006072,1,11,153528.91607011505,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
160,41134431.046041854,24555,24555,0,1,68,160929.0287077025,1,49,141346.62281529818,1,31,152287.0755006072,1,11,153528.91607011505,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
161,42466444.42322656,24556,24556,0,1,68,160929.0287077025,1,50,162548.61623759288,1,31,152287.0755006072,1,11,153528.91607011505,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
162,43786995.50715644,24568,24568,0,1,68,160929.0287077025,1,50,162548.61623759288,1,31,152287.0755006072,1,12,176558.25348063227,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
163,45213788.43165583,26318,26318,0,1,68,160929.0287077025,1,50,162548.61623759288,1,32,175130.13682569822,1,12,176558.25348063227,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
164,46640939.402948126,26468,26468,0,1,69,185068.38301385788,1,50,162548.61623759288,1,32,175130.13682569822,1,12,176558.25348063227,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
165,48066530.78671053,26469,26469,0,1,69,185068.38301385788,1,51,186930.90867323178,1,32,175130.13682569822,1,12,176558.25348063227,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
166,49478832.533229895,26481,26481,0,1,69,185068.38301385788,1,51,186930.90867323178,1,32,175130.13682569822,1,13,203041.99150272712,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
167,50997562.3964042,28231,28231,0,1,69,185068.38301385788,1,51,186930.90867323178,1,33,201399.65734955293,1,13,203041.99150272712,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
168,52515354.01339034,28381,28381,0,1,70,212828.6404659365,1,51,186930.90867323178,1,33,201399.65734955293,1,13,203041.99150272712,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
169,54031343.104717106,28382,28382,0,1,70,212828.6404659365,1,52,214970.54497421655,1,33,201399.65734955293,1,13,203041.99150272712,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
170,55531941.11321438,28394,28394,0,1,70,212828.6404659365,1,52,214970.54497421655,1,33,201399.65734955293,1,14,233498.29022813617,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
171,57139181.45586483,30144,30144,0,1,70,212828.6404659365,1,52,214970.54497421655,1,34,231609.6059519859,1,14,233498.29022813617,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
172,58743992.815398894,30294,30294,0,1,71,244752.93653582697,1,52,214970.54497421655,1,34,231609.6059519859,1,14,233498.29022813617,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
173,60346722.27042468,30295,30295,0,1,71,244752.93653582697,1,53,247216.126720349,1,34,231609.6059519859,1,14,233498.29022813617,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
174,61931643.98019654,30307,30307,0,1,71,244752.93653582697,1,53,247216.126720349,1,34,231609.6059519859,1,15,268523.03376235656,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
175,63623454.374244556,32057,32057,0,1,71,244752.93653582697,1,53,247216.126720349,1,35,266351.0468447837,1,15,268523.03376235656,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
176,65311121.43770873,32207,32207,0,1,72,281465.87701620103,1,53,247216.126720349,1,35,266351.0468447837,1,15,268523.03376235656,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
177,66996385.31098839,32208,32208,0,1,72,281465.87701620103,1,54,284298.54572840134,1,35,266351.0468447837,1,15,268523.03376235656,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
178,68661062.27722605,32220,32220,0,1,72,281465.87701620103,1,54,284298.54572840134,1,35,266351.0468447837,1,16,308801.48882671,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
179,70432911.23038127,33970,33970,0,1,72,281465.87701620103,1,54,284298.54572840134,1,36,306303.70387150126,1,16,308801.48882671,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
180,72198645.35336506,34120,34120,0,1,73,323685.75856863114,1,54,284298.54572840134,1,36,306303.70387150126,1,16,308801.48882671,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
181,73961606.80763666,34121,34121,0,1,73,323685.75856863114,1,55,326943.3275876615,1,36,306303.70387150126,1,16,308801.48882671,0,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
182,75709586.80763666,34133,34133,0,1,73,323685.75856863114,1,55,326943.3275876615,1,36,306303.70387150126,1,16,308801.48882671,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
183,77448765.31880996,34133,34133,0,1,73,323685.75856863114,1,55,326943.3275876615,1,36,306303.70387150126,1,17,355121.71215071646,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
184,79295441.61493845,35883,35883,0,1,73,323685.75856863114,1,55,326943.3275876615,1,37,352249.25945222646,1,17,355121.71215071646,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
185,81133735.85636982,36033,36033,0,1,74,372238.6223539257,1,55,326943.3275876615,1,37,352249.25945222646,1,17,355121.71215071646,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
186,82968832.52878216,36034,36034,0,1,74,372238.6223539257,1,56,375984.8267258107,1,37,352249.25945222646,1,17,355121.71215071646,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
187,84776470.81663144,36046,36046,0,1,74,372238.6223539257,1,56,375984.8267258107,1,37,352249.25945222646,1,18,408389.9689733239,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
188,86691981.55717921,37796,37796,0,1,74,372238.6223539257,1,56,375984.8267258107,1,38,405086.64837006043,1,18,408389.9689733239,1,0,450000,0,0,5250000,0,0,22500000,0,0,1000000000,
189,88518741.55717921,37946,37946,0,1,74,372238.6223539257,1,56,375984.8267258107,1,38,405086.64837006043,1,18,408389.9689733239,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
190,91923262.93482529,62946,62946,0,1,75,428074.4157070146,1,56,375984.8267258107,1,38,405086.64837006043,1,18,408389.9689733239,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
191,95324098.10809948,62947,62947,0,1,75,428074.4157070146,1,57,432382.55073468224,1,38,405086.64837006043,1,18,408389.9689733239,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
192,98693248.13912615,62959,62959,0,1,75,428074.4157070146,1,57,432382.55073468224,1,38,405086.64837006043,1,19,469648.46431932243,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
193,102170701.4907561,64709,64709,0,1,75,428074.4157070146,1,57,432382.55073468224,1,39,465849.64562556933,1,19,469648.46431932243,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
194,105634167.07504907,64859,64859,0,1,76,492285.5780630667,1,57,432382.55073468224,1,39,465849.64562556933,1,19,469648.46431932243,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
195,109093384.52431439,64860,64860,0,1,76,492285.5780630667,1,58,497239.9333448846,1,39,465849.64562556933,1,19,469648.46431932243,1,1,517499.99999999994,0,0,5250000,0,0,22500000,0,0,1000000000,
196,112468204.52431439,64872,64872,0,1,76,492285.5780630667,1,58,497239.9333448846,1,39,465849.64562556933,1,19,469648.46431932243,1,2,595124.9999999999,0,0,5250000,0,0,22500000,0,0,1000000000,
197,117390876.05999507,89872,89872,0,1,76,492285.5780630667,1,58,497239.9333448846,1,39,465849.64562556933,1,20,540095.7339672208,1,2,595124.9999999999,0,0,5250000,0,0,22500000,0,0,1000000000,
198,122422346.4143695,91622,91622,0,1,76,492285.5780630667,1,58,497239.9333448846,1,40,535727.0924694047,1,20,540095.7339672208,1,2,595124.9999999999,0,0,5250000,0,0,22500000,0,0,1000000000,
199,127436380.83630642,91772,91772,0,1,77,566128.4147725267,1,58,497239.9333448846,1,40,535727.0924694047,1,20,540095.7339672208,1,2,595124.9999999999,0,0,5250000,0,0,22500000,0,0,1000000000,
200,132445520.90296154,91773,91773,0,1,77,566128.4147725267,1,59,571825.9233466171,1,40,535727.0924694047,1,20,540095.7339672208,1,2,595124.9999999999,0,0,5250000,0,0,22500000,0,0,1000000000,
201,137357495.90296155,91785,91785,0,1,77,566128.4147725267,1,59,571825.9233466171,1,40,535727.0924694047,1,20,540095.7339672208,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
202,143828868.81049216,116785,116785,0,1,77,566128.4147725267,1,59,571825.9233466171,1,41,616086.1563398154,1,20,540095.7339672208,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
203,150304873.07652494,116935,116935,0,1,77,566128.4147725267,1,59,571825.9233466171,1,41,616086.1563398154,1,21,621110.0940623038,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
204,156859844.6617524,118685,118685,0,1,78,651047.6769884056,1,59,571825.9233466171,1,41,616086.1563398154,1,21,621110.0940623038,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
205,163409178.7384058,118686,118686,0,1,78,651047.6769884056,1,60,657599.8118486097,1,41,616086.1563398154,1,21,621110.0940623038,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
206,169914972.58206597,118698,118698,0,1,78,651047.6769884056,1,60,657599.8118486097,1,42,708499.0797907877,1,21,621110.0940623038,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
207,176424742.48800367,118848,118848,0,1,78,651047.6769884056,1,60,657599.8118486097,1,42,708499.0797907877,1,22,714276.6081716494,1,3,684393.7499999998,0,0,5250000,0,0,22500000,0,0,1000000000,
208,182976228.73800367,120598,120598,0,1,78,651047.6769884056,1,60,657599.8118486097,1,42,708499.0797907877,1,22,714276.6081716494,1,4,787052.8124999998,0,0,5250000,0,0,22500000,0,0,1000000000,
209,191061061.06101528,145598,145598,0,1,79,748704.8285366665,1,60,657599.8118486097,1,42,708499.0797907877,1,22,714276.6081716494,1,4,787052.8124999998,0,0,5250000,0,0,22500000,0,0,1000000000,
210,199139401.24916667,145599,145599,0,1,79,748704.8285366665,1,61,756239.7836259011,1,42,708499.0797907877,1,22,714276.6081716494,1,4,787052.8124999998,0,0,5250000,0,0,22500000,0,0,1000000000,
211,207167562.16937587,145611,145611,0,1,79,748704.8285366665,1,61,756239.7836259011,1,43,814773.9417594057,1,22,714276.6081716494,1,4,787052.8124999998,0,0,5250000,0,0,22500000,0,0,1000000000,
212,215198945.56120422,145761,145761,0,1,79,748704.8285366665,1,61,756239.7836259011,1,43,814773.9417594057,1,23,821418.0993973967,1,4,787052.8124999998,0,0,5250000,0,0,22500000,0,0,1000000000,
213,223262552.74870422,147511,147511,0,1,79,748704.8285366665,1,61,756239.7836259011,1,43,814773.9417594057,1,23,821418.0993973967,1,5,905110.7343749998,0,0,5250000,0,0,22500000,0,0,1000000000,
214,232864507.92016757,172511,172511,0,1,80,861010.5528171662,1,61,756239.7836259011,1,43,814773.9417594057,1,23,821418.0993973967,1,5,905110.7343749998,0,0,5250000,0,0,22500000,0,0,1000000000,
215,242458988.13654166,172512,172512,0,1,80,861010.5528171662,1,62,869675.7511697863,1,43,814773.9417594057,1,23,821418.0993973967,1,5,905110.7343749998,0,0,5250000,0,0,22500000,0,0,1000000000,
216,251995654.19478226,172524,172524,0,1,80,861010.5528171662,1,62,869675.7511697863,1,44,936990.0330233164,1,23,821418.0993973967,1,5,905110.7343749998,0,0,5250000,0,0,22500000,0,0,1000000000,
217,261534676.09538487,172674,172674,0,1,80,861010.5528171662,1,62,869675.7511697863,1,44,936990.0330233164,1,24,944630.814307006,1,5,905110.7343749998,0,0,5250000,0,0,22500000,0,0,1000000000,
218,271095005.36100984,174424,174424,0,1,80,861010.5528171662,1,62,869675.7511697863,1,44,936990.0330233164,1,24,944630.814307006,1,6,1040877.3445312496,0,0,5250000,0,0,22500000,0,0,1000000000,
219,282199434.8081927,199424,199424,0,1,81,990162.1357397409,1,62,869675.7511697863,1,44,936990.0330233164,1,24,944630.814307006,1,6,1040877.3445312496,0,0,5250000,0,0,22500000,0,0,1000000000,
220,293295259.05702287,199425,199425,0,1,81,990162.1357397409,1,63,1000127.1138452541,1,44,936990.0330233164,1,24,944630.814307006,1,6,1040877.3445312496,0,0,5250000,0,0,22500000,0,0,1000000000,
221,304324489.0239996,199437,199437,0,1,81,990162.1357397409,1,63,1000127.1138452541,1,45,1077538.5379768137,1,24,944630.814307006,1,6,1040877.3445312496,0,0,5250000,0,0,22500000,0,0,1000000000,
222,315355078.20969254,199587,199587,0,1,81,990162.1357397409,1,63,1000127.1138452541,1,45,1077538.5379768137,1,25,1086325.4364530568,1,6,1040877.3445312496,0,0,5250000,0,0,22500000,0,0,1000000000,
223,326394420.8651613,201337,201337,0,1,81,990162.1357397409,1,63,1000127.1138452541,1,45,1077538.5379768137,1,25,1086325.4364530568,1,7,1197008.9462109366,0,0,5250000,0,0,22500000,0,0,1000000000,
224,338984478.72942156,226337,226337,0,1,82,1138686.4561007018,1,63,1000127.1138452541,1,45,1077538.5379768137,1,25,1086325.4364530568,1,7,1197008.9462109366,0,0,5250000,0,0,22500000,0,0,1000000000,
225,351564631.6155763,226338,226338,0,1,82,1138686.4561007018,1,64,1150146.1809220419,1,45,1077538.5379768137,1,25,1086325.4364530568,1,7,1197008.9462109366,0,0,5250000,0,0,22500000,0,0,1000000000,
226,364068093.0775995,226350,226350,0,1,82,1138686.4561007018,1,64,1150146.1809220419,1,46,1239169.318673336,1,25,1086325.4364530568,1,7,1197008.9462109366,0,0,5250000,0,0,22500000,0,0,1000000000,
227,376571767.6411465,226500,226500,0,1,82,1138686.4561007018,1,64,1150146.1809220419,1,46,1239169.318673336,1,26,1249274.2519210153,1,7,1197008.9462109366,0,0,5250000,0,0,22500000,0,0,1000000000,
228,389069758.69493556,228250,228250,0,1,82,1138686.4561007018,1,64,1150146.1809220419,1,46,1239169.318673336,1,26,1249274.2519210153,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
229,403126072.23883486,253250,253250,0,1,83,1309489.4245158073,1,64,1150146.1809220419,1,46,1239169.318673336,1,26,1249274.2519210153,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
230,417170986.0579128,253251,253251,0,1,83,1309489.4245158073,1,65,1322668.108060348,1,46,1239169.318673336,1,26,1249274.2519210153,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
231,431127596.7392395,253263,253263,0,1,83,1309489.4245158073,1,65,1322668.108060348,1,47,1425044.7164743359,1,26,1249274.2519210153,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
232,445083102.4873185,253413,253413,0,1,83,1309489.4245158073,1,65,1322668.108060348,1,47,1425044.7164743359,1,27,1436665.3897091674,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
233,459083393.06280273,255163,255163,0,1,84,1505912.8381931782,1,65,1322668.108060348,1,47,1425044.7164743359,1,27,1436665.3897091674,1,8,1376560.288142577,0,0,5250000,0,0,22500000,0,0,1000000000,
234,473016672.77466017,255164,255164,0,1,84,1505912.8381931782,1,65,1322668.108060348,1,47,1425044.7164743359,1,27,1436665.3897091674,1,9,1583044.3313639637,0,0,5250000,0,0,22500000,0,0,1000000000,
235,488503844.6665998,280164,280164,0,1,84,1505912.8381931782,1,66,1521068.3242694,1,47,1425044.7164743359,1,27,1436665.3897091674,1,9,1583044.3313639637,0,0,5250000,0,0,22500000,0,0,1000000000,
236,503889359.95012546,280176,280176,0,1,84,1505912.8381931782,1,66,1521068.3242694,1,48,1638801.423945486,1,27,1436665.3897091674,1,9,1583044.3313639637,0,0,5250000,0,0,22500000,0,0,1000000000,
237,519272254.5604163,280326,280326,0,1,84,1505912.8381931782,1,66,1521068.3242694,1,48,1638801.423945486,1,28,1652165.1981655424,1,9,1583044.3313639637,0,0,5250000,0,0,22500000,0,0,1000000000,
238,534690901.7222231,282076,282076,0,1,85,1731799.763922155,1,66,1521068.3242694,1,48,1638801.423945486,1,28,1652165.1981655424,1,9,1583044.3313639637,0,0,5250000,0,0,22500000,0,0,1000000000,
239,550032477.3908591,282077,282077,0,1,85,1731799.763922155,1,66,1521068.3242694,1,48,1638801.423945486,1,28,1652165.1981655424,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
240,566936029.0665897,307077,307077,0,1,85,1731799.763922155,1,67,1749228.5729098096,1,48,1638801.423945486,1,28,1652165.1981655424,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
241,583722567.6426443,307089,307089,0,1,85,1731799.763922155,1,67,1749228.5729098096,1,49,1884621.637537309,1,28,1652165.1981655424,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
242,600504742.4444788,307239,307239,0,1,85,1731799.763922155,1,67,1749228.5729098096,1,49,1884621.637537309,1,29,1899989.9778903737,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
243,617312282.6805565,308989,308989,0,1,86,1991569.728510478,1,67,1749228.5729098096,1,49,1884621.637537309,1,29,1899989.9778903737,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
244,634102454.1076467,308990,308990,0,1,86,1991569.728510478,1,68,2011612.8588462812,1,49,1884621.637537309,1,29,1899989.9778903737,1,10,1820500.981068558,0,0,5250000,0,0,22500000,0,0,1000000000,
245,650822073.1265781,309002,309002,0,1,86,1991569.728510478,1,68,2011612.8588462812,1,49,1884621.637537309,1,29,1899989.9778903737,1,11,2093576.1282288416,0,0,5250000,0,0,22500000,0,0,1000000000,
246,668977571.4890407,334002,334002,0,1,86,1991569.728510478,1,68,2011612.8588462812,1,50,2167314.883167905,1,29,1899989.9778903737,1,11,2093576.1282288416,0,0,5250000,0,0,22500000,0,0,1000000000,
247,687126701.5111504,334152,334152,0,1,86,1991569.728510478,1,68,2011612.8588462812,1,50,2167314.883167905,1,30,2184988.47457393,1,11,2093576.1282288416,0,0,5250000,0,0,22500000,0,0,1000000000,
248,705289251.7826399,335902,335902,0,1,87,2290305.1877870494,1,68,2011612.8588462812,1,50,2167314.883167905,1,30,2184988.47457393,1,11,2093576.1282288416,0,0,5250000,0,0,22500000,0,0,1000000000,
249,723431818.9237936,335903,335903,0,1,87,2290305.1877870494,1,69,2313354.7876732233,1,50,2167314.883167905,1,30,2184988.47457393,1,11,2093576.1282288416,0,0,5250000,0,0,22500000,0,0,1000000000,
250,741493142.7955648,335915,335915,0,1,87,2290305.1877870494,1,69,2313354.7876732233,1,50,2167314.883167905,1,30,2184988.47457393,1,12,2407612.5474631675,0,0,5250000,0,0,22500000,0,0,1000000000,
251,760980727.9123969,360915,360915,0,1,87,2290305.1877870494,1,69,2313354.7876732233,1,51,2492412.1156430906,1,30,2184988.47457393,1,12,2407612.5474631675,0,0,5250000,0,0,22500000,0,0,1000000000,
252,780459639.4378229,361065,361065,0,1,87,2290305.1877870494,1,69,2313354.7876732233,1,51,2492412.1156430906,1,31,2512736.7457600185,1,12,2407612.5474631675,0,0,5250000,0,0,22500000,0,0,1000000000,
253,799938234.2500359,362815,362815,0,1,88,2633850.9659551065,1,69,2313354.7876732233,1,51,2492412.1156430906,1,31,2512736.7457600185,1,12,2407612.5474631675,0,0,5250000,0,0,22500000,0,0,1000000000,
254,819393839.4623626,362816,362816,0,1,88,2633850.9659551065,1,70,2660358.0058242064,1,51,2492412.1156430906,1,31,2512736.7457600185,1,12,2407612.5474631675,0,0,5250000,0,0,22500000,0,0,1000000000,
255,838755906.9148995,362828,362828,0,1,88,2633850.9659551065,1,70,2660358.0058242064,1,51,2492412.1156430906,1,31,2512736.7457600185,1,13,2768754.429582643,0,0,5250000,0,0,22500000,0,0,1000000000,
256,859533174.7992563,387828,387828,0,1,88,2633850.9659551065,1,70,2660358.0058242064,1,52,2866273.932989554,1,31,2512736.7457600185,1,13,2768754.429582643,0,0,5250000,0,0,22500000,0,0,1000000000,
257,880299118.0534964,387978,387978,0,1,88,2633850.9659551065,1,70,2660358.0058242064,1,52,2866273.932989554,1,32,2889647.257624021,1,13,2768754.429582643,0,0,5250000,0,0,22500000,0,0,1000000000,
258,901048947.0875412,389728,389728,0,1,89,3028928.6108483723,1,70,2660358.0058242064,1,52,2866273.932989554,1,32,2889647.257624021,1,13,2768754.429582643,0,0,5250000,0,0,22500000,0,0,1000000000,
